split,id,query,split_sens_count,active_semantics_count,vehicle_semantics_count,domains,mixed_domain,integrity,split_sens,vehicle_semantics
train,1202,打开前排影院模式,1,1,1,车载控制,False,count_match,"[""打开前排影院模式""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""操作"": [""打开""], ""位置"": [""前排""], ""模式"": [""影院模式""], ""调节内容"": [""模式""]}}]"
train,1206,关闭前视记录仪录音,1,1,1,车载控制,False,count_match,"[""关闭前视记录仪录音""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""操作"": [""关闭""], ""摄像头模式"": [""录音""], ""调节内容"": [""摄像头模式""]}}]"
train,1208,打开天窗打开副驾驶的氛围灯调到红色打开座椅通风打开座椅按摩,5,2,2,车载控制,False,semantics_missing,"[""打开天窗"", ""打开副驾驶的氛围灯"", ""调到红色"", ""打开座椅通风"", ""打开座椅按摩""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""天窗""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""副驾驶的""], ""对象"": [""氛围灯""], ""车内灯类型"": [""氛围灯""]}}]"
train,1209,自然风开设置页面,1,1,1,车载控制,False,count_match,"[""自然风开设置页面""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""模式"": [""自然风""], ""操作"": [""开""], ""页面"": [""设置页面""], ""调节内容"": [""模式""]}}]"
train,1211,天窗最大天窗透光值最高,1,2,2,车载控制,False,semantics_exceed_split,"[""天窗最大天窗透光值最高""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""天窗""], ""value"": [""最大""], ""操作"": [""调节""], ""调节内容"": [""透光度""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""天窗""], ""value"": [""最高""], ""操作"": [""调节""], ""调节内容"": [""透光度""]}}]"
train,1212,我要开车了做好后除霜,1,1,1,车载控制,False,count_match,"[""我要开车了做好后除霜""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""后""], ""对象功能"": [""除霜""], ""操作"": [""打开""]}}]"
train,1214,娱乐屏幕右边移动,1,1,1,车载控制,False,count_match,"[""娱乐屏幕右边移动""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""娱乐屏幕""], ""value"": [""右边""], ""操作"": [""移动""], ""调节内容"": [""方向""]}}]"
train,1217,我想听个跑车发动机启动声,1,1,1,车载控制,False,count_match,"[""我想听个跑车发动机启动声""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""音效"": [""跑车发动机启动声""], ""操作"": [""打开""], ""调节内容"": [""音效""]}}]"
train,1218,控制一下雨刮速度可以吗,1,1,1,车载控制,False,count_match,"[""控制一下雨刮速度可以吗""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""控制一下""], ""对象"": [""雨刮""], ""调节内容"": [""间隔""]}}]"
train,1222,车外模拟声浪开启,1,1,1,车载控制,False,count_match,"[""车外模拟声浪开启""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""车外""], ""功能"": [""模拟声浪""], ""操作"": [""开启""]}}]"
train,1223,显示屏太亮了减三,1,1,1,车载控制,False,count_match,"[""显示屏太亮了减三""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""对象"": [""显示屏""], ""value"": [""减三""], ""操作"": [""调节""], ""调节内容"": [""亮度""]}}]"
train,1224,关闭空调关闭所有空调,2,2,2,车载控制,False,count_match,"[""关闭空调"", ""关闭所有空调""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""空调""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""位置"": [""所有""], ""对象"": [""空调""]}}]"
train,1225,打开坐垫延长设置,1,1,1,车载控制,False,count_match,"[""打开坐垫延长设置""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""坐垫""], ""对象功能"": [""延长""], ""页面"": [""设置""]}}]"
train,1232,我想关座舱恒温,1,1,1,车载控制,False,count_match,"[""我想关座舱恒温""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关""], ""功能"": [""座舱恒温""]}}]"
train,1233,设置语音配置,1,1,1,车载控制,False,count_match,"[""设置语音配置""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""操作"": [""设置""], ""车机模块"": [""语音""], ""页面"": [""配置""]}}]"
train,1235,主驾车窗降到最低,1,1,1,车载控制,False,count_match,"[""主驾车窗降到最低""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""主驾""], ""对象"": [""车窗""], ""操作"": [""降""], ""操作_concrete"": [""到""], ""value"": [""最低""], ""调节内容"": [""幅度""]}}]"
train,1237,关闭座椅加热打开空调,2,2,2,车载控制,False,count_match,"[""关闭座椅加热"", ""打开空调""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""座椅""], ""对象功能"": [""加热""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""空调""]}}]"
train,1239,音效高音调为五,1,1,1,车载控制,False,count_match,"[""音效高音调为五""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""调节内容"": [""音效高音""], ""操作"": [""调""], ""value"": [""调为五""], ""操作_concrete"": [""为""]}}]"
train,1242,关闭空调打开天窗打开左前车窗,3,3,3,车载控制,False,count_match,"[""关闭空调"", ""打开天窗"", ""打开左前车窗""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""空调""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""天窗""]}}, {""intent_index"": ""意图3"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""左前""], ""对象"": [""车窗""]}}]"
train,1243,调节风儿大小,1,1,1,车载控制,False,count_match,"[""调节风儿大小""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""调节内容"": [""风""], ""对象"": [""空调""], ""操作"": [""调节""]}}]"
train,1247,后风窗加热开关开下,1,1,1,车载控制,False,count_match,"[""后风窗加热开关开下""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""后""], ""对象功能"": [""风窗加热""], ""页面"": [""开关""], ""操作"": [""开下""]}}]"
train,1248,关闭内循环打开空调,2,2,2,车载控制,False,count_match,"[""关闭内循环"", ""打开空调""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""操作"": [""关闭""], ""模式"": [""内循环""], ""调节内容"": [""模式""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""空调""]}}]"
train,1249,打开中等距离前向碰撞预警页面,1,1,1,车载控制,False,count_match,"[""打开中等距离前向碰撞预警页面""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""操作"": [""打开""], ""value"": [""中等距离""], ""调节内容"": [""距离""], ""子功能"": [""前向碰撞预警""], ""页面"": [""页面""], ""功能"": [""前向辅助""]}}]"
train,1252,帮我打开自然风设置页面,1,1,1,车载控制,False,count_match,"[""帮我打开自然风设置页面""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""操作"": [""打开""], ""模式"": [""自然风""], ""页面"": [""设置页面""], ""调节内容"": [""模式""]}}]"
train,1257,关闭屏幕关闭氛围灯关闭车内灯,3,2,2,车载控制,False,semantics_missing,"[""关闭屏幕"", ""关闭氛围灯"", ""关闭车内灯""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车机控制""], ""操作"": [""关闭""], ""对象"": [""屏幕""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""氛围灯""], ""车内灯类型"": [""氛围灯""]}}]"
train,1259,低速行驶提示音设置为关闭,1,1,1,车载控制,False,count_match,"[""低速行驶提示音设置为关闭""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象功能"": [""低速行驶提示音""], ""操作"": [""设置为关闭""], ""操作_concrete"": [""为""]}}]"
train,1266,关闭整车车窗音量调到百分之三十,2,2,2,车载控制,False,count_match,"[""关闭整车车窗"", ""音量调到百分之三十""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""位置"": [""整车""], ""对象"": [""车窗""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""提供信息""], ""调节内容"": [""音量""], ""操作"": [""调""], ""操作_concrete"": [""到""], ""value"": [""百分之三十""]}}]"
train,1271,防晒等级调到最高,1,1,1,车载控制,False,count_match,"[""防晒等级调到最高""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""调节内容"": [""防晒等级""], ""操作"": [""调到""], ""操作_concrete"": [""到""], ""value"": [""最高""]}}]"
train,1277,打开前排车窗关闭大灯打开示廓灯,3,3,3,车载控制,False,count_match,"[""打开前排车窗"", ""关闭大灯"", ""打开示廓灯""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""前排""], ""对象"": [""车窗""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""大灯""], ""车外灯类型"": [""大灯""]}}, {""intent_index"": ""意图3"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""示廓灯""], ""车外灯类型"": [""示廓灯""]}}]"
train,1279,主驾阅读灯开开别让前面太暗,1,1,1,车载控制,False,count_match,"[""主驾阅读灯开开别让前面太暗""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""主驾""], ""对象"": [""阅读灯""], ""车内灯类型"": [""阅读灯""], ""操作"": [""开开""]}}]"
train,1290,将全车温度调到二十五度打开AC,2,2,2,车载控制,False,count_match,"[""将全车温度调到二十五度"", ""打开ac""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""位置"": [""全车""], ""调节内容"": [""温度""], ""操作"": [""调""], ""操作_concrete"": [""到""], ""value"": [""二十五""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""提供信息""], ""操作"": [""打开""], ""模式"": [""AC""], ""调节内容"": [""模式""]}}]"
train,1297,打开座椅通风调为二挡,2,1,1,车载控制,False,semantics_missing,"[""打开座椅通风"", ""调为二挡""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""座椅""], ""对象功能"": [""通风""]}}]"
train,1301,停止播放音乐空调温度调到二十二风速调到四,2,3,2,车载控制|音乐,True,semantics_exceed_split,"[""停止播放音乐"", ""空调温度调到二十二风速调到四""]","[{""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""调节内容"": [""温度""], ""操作"": [""调""], ""操作_concrete"": [""到""], ""value"": [""二十二""]}}, {""intent_index"": ""意图3"", ""slots"": {""intent"": [""提供信息""], ""调节内容"": [""风速""], ""操作"": [""调""], ""value"": [""四""], ""操作_concrete"": [""true""]}}]"
train,1303,右后腰托往上调节,1,1,1,车载控制,False,count_match,"[""右后腰托往上调节""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""右后""], ""对象"": [""腰托""], ""value"": [""往上""], ""操作"": [""调节""], ""调节内容"": [""方向""]}}]"
train,1304,将空调设置为四挡温度设置,2,2,2,车载控制,False,count_match,"[""将空调设置为四挡"", ""温度设置""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""操作"": [""设置""], ""操作_concrete"": [""为""], ""value"": [""四挡""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""提供信息""], ""调节内容"": [""温度""], ""操作"": [""设置""]}}]"
train,1313,刚才的声音恢复,1,1,1,车载控制,False,count_match,"[""刚才的声音恢复""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""模式"": [""刚才的声音恢复""], ""操作"": [""关闭""], ""调节内容"": [""模式""]}}]"
train,1319,我想要天窗关到剩下一条缝,1,1,1,车载控制,False,count_match,"[""我想要天窗关到剩下一条缝""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""天窗""], ""操作_concrete"": [""到""], ""value"": [""minor""], ""操作"": [""调节""], ""调节内容"": [""幅度""]}}]"
train,1321,自动大灯关一下,1,1,1,车载控制,False,count_match,"[""自动大灯关一下""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""模式"": [""自动""], ""对象"": [""大灯""], ""车外灯类型"": [""大灯""], ""操作"": [""关一下""], ""调节内容"": [""模式""]}}]"
train,1322,关闭所有窗户关闭遮阳帘,2,2,2,车载控制,False,count_match,"[""关闭所有窗户"", ""关闭遮阳帘""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""位置"": [""所有""], ""对象"": [""窗户""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""遮阳帘""]}}]"
train,1325,空调温度调到最低风量开到最大,2,2,2,车载控制,False,count_match,"[""空调温度调到最低"", ""风量开到最大""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""调节内容"": [""温度""], ""操作"": [""调""], ""操作_concrete"": [""到""], ""value"": [""最低""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""提供信息""], ""调节内容"": [""风量""], ""操作"": [""开""], ""操作_concrete"": [""到""], ""value"": [""最大""]}}]"
train,1328,空调风二挡打开座椅加热二挡,2,2,2,车载控制,False,count_match,"[""空调风二挡"", ""打开座椅加热二挡""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""调节内容"": [""风""], ""value"": [""二挡""], ""操作"": [""调节""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""座椅""], ""对象功能"": [""加热""], ""value"": [""二挡""], ""调节内容"": [""温度""]}}]"
train,1331,打开锁门后视镜后视镜自动折叠,2,2,2,车载控制,False,count_match,"[""打开锁门"", ""后视镜后视镜自动折叠""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""门锁""], ""操作"": [""打开""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""视镜""], ""模式"": [""自""], ""对象功能"": [""折叠""], ""操作"": [""打开""], ""调节内容"": [""模式""]}}]"
train,1335,天窗最大天窗透明度最大,1,2,2,车载控制,False,semantics_exceed_split,"[""天窗最大天窗透明度最大""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""天窗""], ""value"": [""最大""], ""操作"": [""调节""], ""调节内容"": [""透光度""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""天窗""], ""value"": [""最大""], ""操作"": [""调节""], ""调节内容"": [""透光度""]}}]"
train,1336,关闭所有车窗关闭天窗打开空调打开副驾座椅通风,4,4,4,车载控制,False,count_match,"[""关闭所有车窗"", ""关闭天窗"", ""打开空调"", ""打开副驾座椅通风""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""位置"": [""所有""], ""对象"": [""车窗""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""天窗""]}}, {""intent_index"": ""意图3"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""空调""]}}, {""intent_index"": ""意图4"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""副驾""], ""对象"": [""座椅""], ""对象功能"": [""通风""]}}]"
train,1338,关闭大灯打开遮阳帘,2,2,2,车载控制,False,count_match,"[""关闭大灯"", ""打开遮阳帘""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""对象"": [""大灯""], ""车外灯类型"": [""大灯""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""遮阳帘""]}}]"
train,1339,声音轻一点,1,1,1,车载控制,False,count_match,"[""声音轻一点""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""提供信息""], ""调节内容"": [""声音""], ""value"": [""声音轻一点""], ""操作"": [""调节""]}}]"
train,1342,打开位置灯打开驻车舒享,2,2,2,车载控制,False,count_match,"[""打开位置灯"", ""打开驻车舒享""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""对象"": [""位置灯""], ""车外灯类型"": [""位置灯""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""功能"": [""驻车""], ""模式"": [""舒享""], ""调节内容"": [""模式""]}}]"
train,1343,关闭整车座椅通风关闭整车座椅加热,2,2,2,车载控制,False,count_match,"[""关闭整车座椅通风"", ""关闭整车座椅加热""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""位置"": [""整车""], ""对象"": [""座椅""], ""对象功能"": [""通风""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""关闭""], ""位置"": [""整车""], ""对象"": [""座椅""], ""对象功能"": [""加热""]}}]"
train,1347,打开后车窗雨刷器,1,1,1,车载控制,False,count_match,"[""打开后车窗雨刷器""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""打开""], ""位置"": [""后""], ""对象"": [""车窗雨刷器""]}}]"
train,1350,空调开至最大打开内循环,2,2,2,车载控制,False,count_match,"[""空调开至最大"", ""打开内循环""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""操作"": [""开""], ""操作_concrete"": [""至""], ""value"": [""最大""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""提供信息""], ""操作"": [""打开""], ""模式"": [""内循环""], ""调节内容"": [""模式""]}}]"
train,1352,最佳听音位选择驾驶位位置,1,1,1,车载控制,False,count_match,"[""最佳听音位选择驾驶位位置""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""功能"": [""最佳听音位""], ""操作"": [""选择""], ""位置"": [""驾驶位位置""]}}]"
train,1354,车道辅助预警方式设置为震动,1,1,1,车载控制,False,count_match,"[""车道辅助预警方式设置为震动""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""功能"": [""车道辅助""], ""调节内容"": [""预警方式""], ""操作"": [""设置为""], ""操作_concrete"": [""为""], ""value"": [""震动""]}}]"
train,1356,空调吹脚和除雾,1,2,2,车载控制,False,semantics_exceed_split,"[""空调吹脚和除雾""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""value"": [""吹脚""], ""操作"": [""调节""], ""调节内容"": [""风向""]}}, {""intent_index"": ""意图2"", ""slots"": {""intent"": [""车身控制""], ""对象"": [""空调""], ""对象功能"": [""除雾""], ""操作"": [""打开""]}}]"
train,1357,查看主驾风量,1,1,1,车载控制,False,count_match,"[""查看主驾风量""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""位置"": [""主驾""], ""功能"": [""风量""], ""操作"": [""查看""]}}]"
train,1367,加载主驾坐姿1,1,1,1,车载控制,False,count_match,"[""加载主驾坐姿1""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""加载""], ""位置"": [""主驾""], ""座椅记忆位置"": [""1""], ""对象"": [""座椅""], ""调节内容"": [""座椅记忆位置""]}}]"
train,1371,我要开下座舱恒温,1,1,1,车载控制,False,count_match,"[""我要开下座舱恒温""]","[{""intent_index"": ""意图1"", ""slots"": {""intent"": [""车身控制""], ""操作"": [""开下""], ""功能"": [""座舱恒温""]}}]"
